Field_Name,Tooltip,Field_Type,Needs_Review,Review_Reasons,Matched_Rules,Match_Explanations,Domains,Persona,Biographical_Subcategories,Part,Part_Num,Line,Subline,Base_Field_Type,Position
Pt8Line59_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Security and Related. Have you EVER ordered, incited, called for, committed, assisted, helped with, or otherwise participated in any of the following. 59. Have you EVER recruited, enlisted, conscripted, or used any person under 15 years of age to serve in or help an armed force or group? Select No.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 59,,YesNo,1
Pt8Line5a_DateFrom[0],"Part 8. General Eligibility and Inadmissibility Grounds. Organization One. Dates of Membership or Dates of Involvement. 5. A. Enter Date From. Enter as 2 digit month, 2 digit day and 4 digit year.",Tx,True,No persona identified,date(1.50),Date field,"[('criminal', 0.3)]",[],[],Part 8,8,Line 5,a,DateFrom,0
Pt8Line5b_DateTo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Organization One. Dates of Membership or Dates of Involvement. 5. B. Enter Date To. Enter as 2 digit month, 2 digit day and 4 digit year.",Tx,True,No persona identified,date(1.50),Date field,"[('criminal', 0.3)]",[],[],Part 8,8,Line 5,b,DateTo,0
Pt8Line60_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Security and Related. Have you EVER ordered, incited, called for, committed, assisted, helped with, or otherwise participated in any of the following. 60. Have you EVER used any person under 15 years of age to take part in hostilities, or to help or provide services to people in combat? Select No.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 60,,YesNo,0
Pt8Line60_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Security and Related. Have you EVER ordered, incited, called for, committed, assisted, helped with, or otherwise participated in any of the following. 60. Have you EVER used any person under 15 years of age to take part in hostilities, or to help or provide services to people in combat? Select Yes.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 60,,YesNo,1
Pt8Line61_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 61. Are you subject to the public charge ground of inadmissibility under INA section 212 (a)(4)? Select Yes.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 61,,YesNo,0
Pt8Line61_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 61. Are you subject to the public charge ground of inadmissibility under INA section 212 (a)(4)? Select No.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 61,,YesNo,1
Pt8Line62_FamilyStatus[0],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 62. Enter the size of your household.,Tx,False,,,,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 62,,FamilyStatus,0
Pt8Line63_CB[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 63. Indicate your annual household income. Select $0-27,000.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3), ('employment', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 63,,CB,0
Pt8Line63_CB[1],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 63. Indicate your annual household income. Select 27,001-52,000.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3), ('employment', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 63,,CB,1
Pt8Line63_CB[2],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 63. Indicate your annual household income. Select $52,001-85,000.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3), ('employment', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 63,,CB,2
Pt8Line63_CB[3],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 63. Indicate your annual household income. Select $85,001-141,000.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3), ('employment', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 63,,CB,3
Pt8Line63_CB[4],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 63. Indicate your annual household income. Select 141,001.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3), ('employment', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 63,,CB,4
Pt8Line64_CB[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 64. Identify the total value of your household assets. Select $0-18,400.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 64,,CB,0
Pt8Line64_CB[1],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 64. Identify the total value of your household assets. Select $18,401-136,000.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 64,,CB,1
Pt8Line64_CB[2],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 64. Identify the total value of your household assets. Select $136,001-321,400.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 64,,CB,2
Pt8Line64_CB[3],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 64. Identify the total value of your household assets. Select $321,401-707,100.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 64,,CB,3
Pt8Line64_CB[4],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 64. Identify the total value of your household assets. Select over $707,100.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 64,,CB,4
Pt8Line65_CB[0],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 65 Identify the total value of your household liabilities (including both secured and unsecured liabilities). Select $0.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 65,,CB,0
Pt8Line65_CB[1],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 65 Identify the total value of your household liabilities (including both secured and unsecured liabilities). Select $1-10,100.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 65,,CB,1
Pt8Line65_CB[2],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 65 Identify the total value of your household liabilities (including both secured and unsecured liabilities). Select $10,101-57,700.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 65,,CB,2
Pt8Line65_CB[3],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 65 Identify the total value of your household liabilities (including both secured and unsecured liabilities). Select $57,701-186,800.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 65,,CB,3
Pt8Line65_CB[4],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 65 Identify the total value of your household liabilities (including both secured and unsecured liabilities). Select Over $186,800.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 65,,CB,4
Pt8Line66_CB[0],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 66. What is the highest degree or level of school you have completed? Select Grades 1 through 11.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 66,,CB,0
Pt8Line66_CB[1],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 66. What is the highest degree or level of school you have completed? Select Grades 1 through 11.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 66,,CB,1
Pt8Line66_CB[2],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 66. What is the highest degree or level of school you have completed? Select High school diploma, GED, or alternative credential.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 66,,CB,2
Pt8Line66_CB[3],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 66. What is the highest degree or level of school you have completed? Select 1 or more years of college credit, no degree.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 66,,CB,3
Pt8Line66_CB[4],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 66. What is the highest degree or level of school you have completed? Select Associate's degree.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 66,,CB,4
Pt8Line66_CB[5],Pt8Line66_CB,Btn,True,No persona identified,boolean(2.00),Field type is button/checkbox,[],[],[],Part 8,8,Line 66,,CB,5
Pt8Line66_CB[6],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 66. What is the highest degree or level of school you have completed? Select Master's degree.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 66,,CB,6
Pt8Line66_CB[7],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 66. What is the highest degree or level of school you have completed? Professional degree (JD, MD, DMD, etc.).",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 66,,CB,7
Pt8Line66_CB[8],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 66. What is the highest degree or level of school you have completed? Select Doctorate degree.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 66,,CB,8
Pt8Line68a_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.a Have you ever received Supplemental Security Income (SSI), Temporary Assistance for Needy Families (TANF), or State, Tribal, territorial, or local, cash benefit programs for income maintenance (often called “General Assistance” in the State context, but which also exist under other names)? Select Yes.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3), ('employment', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 68,a,YesNo,0
Pt8Line68a_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.b Have you ever received Supplemental Security Income (SSI), Temporary Assistance for Needy Families (TANF), or State, Tribal, territorial, or local, cash benefit programs for income maintenance (often called “General Assistance” in the State context, but which also exist under other names)? Select No.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3), ('employment', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 68,a,YesNo,1
Pt8Line68b_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.b. Have you ever received long-term institutionalization at government expense? Select Yes.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 68,b,YesNo,0
Pt8Line68b_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.b. Have you ever received long-term institutionalization at government expense? Select No.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 68,b,YesNo,1
Pt8Line68c_Column1Row1[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Benefit Received. Row 1",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column1Row1,0
Pt8Line68c_Column1Row2[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Benefit Received. Row 2",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column1Row2,0
Pt8Line68c_Column1Row3[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Benefit Received. Row 3",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column1Row3,0
Pt8Line68c_Column1Row4[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Benefit Received. Row 4",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column1Row4,0
Pt8Line68c_Column2Row1[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Start Date of Benefit Received. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 1",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column2Row1,0
Pt8Line68c_Column2Row2[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Start Date of Benefit Received. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 2",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column2Row2,0
Pt8Line68c_Column2Row3[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Start Date of Benefit Received. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 3",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column2Row3,0
Pt8Line68c_Column2Row4[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Start Date of Benefit Received. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 4",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column2Row4,0
Pt8Line68c_Column3Row1[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter End Date of Benefit Received. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 1",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column3Row1,0
Pt8Line68c_Column3Row2[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter End Date of Benefit Received. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 2",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column3Row2,0
Pt8Line68c_Column3Row3[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter End Date of Benefit Received. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 3",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column3Row3,0
Pt8Line68c_Column3Row4[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter End Date of Benefit Received. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 4",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column3Row4,0
Pt8Line68c_Column4Row1[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Dollar Amount of Benefit Received. Row 1",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column4Row1,0
Pt8Line68c_Column4Row2[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Dollar Amount of Benefit Received. Row 2",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column4Row2,0
Pt8Line68c_Column4Row3[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Dollar Amount of Benefit Received. Row 3",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column4Row3,0
Pt8Line68c_Column4Row4[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.c. If your answer to Item Number 68.a. is “Yes,” list the specific benefit(s) you received, the start and end dates of each period of receipt, and the dollar amount of benefits received. Enter Dollar Amount of Benefit Received. Row 4",Tx,False,,,,[],[],[],Part 8,8,Line 68,c,Column4Row4,0
Pt8Line68d_Column1Row1[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Institution Name City and State. Row 1",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column1Row1,0
Pt8Line68d_Column1Row2[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Institution Name City and State. Row 2",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column1Row2,0
Pt8Line68d_Column1Row3[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Institution Name City and State. Row 3",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column1Row3,0
Pt8Line68d_Column1Row4[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Institution Name City and State. Row 4",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column1Row4,0
Pt8Line68d_Column2Row1[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Start Date of each period. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 1",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column2Row1,0
Pt8Line68d_Column2Row2[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Start Date of each period. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 2",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column2Row2,0
Pt8Line68d_Column2Row3[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Start Date of each period. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 3",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column2Row3,0
Pt8Line68d_Column2Row4[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Start Date of each period. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 4",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column2Row4,0
Pt8Line68d_Column3Row1[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the End Date of each period. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 1",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column3Row1,0
Pt8Line68d_Column3Row2[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the End Date of each period. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 2",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column3Row2,0
Pt8Line68d_Column3Row3[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the End Date of each period. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 3",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column3Row3,0
Pt8Line68d_Column3Row4[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the End Date of each period. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. Row 4",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column3Row4,0
Pt8Line68d_Column4Row1[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Reason for institutionalization. Row 1",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column4Row1,0
Pt8Line68d_Column4Row2[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Reason for institutionalization. Row 2",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column4Row2,0
Pt8Line68d_Column4Row3[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Reason for institutionalization. Row 3",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column4Row3,0
Pt8Line68d_Column4Row4[0],"Part 8. General Eligibility and Inadmissibility Grounds. Public Charge. 68.d. If your answer to Item Number 68.b. is “Yes,” list the name, city, and state for each institution, the start and end dates of each period of institutionalization, and the reason you were institutionalized. Enter the Reason for institutionalization. Row 4",Tx,False,,,,[],[],[],Part 8,8,Line 68,d,Column4Row4,0
Pt8Line69a_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 69. A. Have you EVER failed or refused to attend or to remain in attendance at any removal proceeding filed against you on or after April 1, 1997? Select No.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.6), ('immigration', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 69,a,YesNo,0
Pt8Line69a_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 69. A. Have you EVER failed or refused to attend or to remain in attendance at any removal proceeding filed against you on or after April 1, 1997? Select Yes.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.6), ('immigration', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 69,a,YesNo,1
Pt8Line69b_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 69. B. If your answer to Item Number 69. A. is ""Yes,"" do you believe you had reasonable cause? Select Yes.",Btn,False,,,,[],[],[],Part 8,8,Line 69,b,YesNo,0
Pt8Line69b_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 69. B. If your answer to Item Number 69. A. is ""Yes,"" do you believe you had reasonable cause? Select No.",Btn,False,,,,[],[],[],Part 8,8,Line 69,b,YesNo,1
Pt8Line6_OrgName[0],Part 8. General Eligibility and Inadmissibility Grounds. Organization Two. 6. Enter Name of Organization.,Tx,True,No persona identified,,,"[('criminal', 0.3)]",[],[],Part 8,8,Line 6,,OrgName,0
Pt8Line70_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 70. Have you EVER submitted fraudulent or counterfeit documentation to any U.S. Government official to obtain or attempt to obtain any immigration benefit, including a visa or entry into the United States? Select Yes.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('immigration', 0.8999999999999999), ('criminal', 0.6)]","[('applicant', 2.0)]",[],Part 8,8,Line 70,,YesNo,0
Pt8Line70_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 70. Have you EVER submitted fraudulent or counterfeit documentation to any U.S. Government official to obtain or attempt to obtain any immigration benefit, including a visa or entry into the United States? Select No.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('immigration', 0.8999999999999999), ('criminal', 0.6)]","[('applicant', 2.0)]",[],Part 8,8,Line 70,,YesNo,1
Pt8Line71_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 71. Have you EVER lied about, concealed, or misrepresented any information on an application or petition to obtain a visa, other documentation required for entry into the United States, admission to the United States, or any other kind of immigration benefit? Select No.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('immigration', 1.2), ('criminal', 0.6), ('biographical', 0.3)]","[('applicant', 2.0)]","[('contact_info', 1.6)]",Part 8,8,Line 71,,YesNo,0
Pt8Line71_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 71. Have you EVER lied about, concealed, or misrepresented any information on an application or petition to obtain a visa, other documentation required for entry into the United States, admission to the United States, or any other kind of immigration benefit? Select Yes.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('immigration', 1.2), ('criminal', 0.6), ('biographical', 0.3)]","[('applicant', 2.0)]","[('contact_info', 1.6)]",Part 8,8,Line 71,,YesNo,1
Pt8Line72_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 72. Have you EVER falsely claimed to be a U.S. citizen (in writing or any other way)? Select Yes.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.6), ('immigration', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 72,,YesNo,0
Pt8Line72_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 72. Have you EVER falsely claimed to be a U.S. citizen (in writing or any other way)? Select No.,Btn,False,,boolean(2.00),Field type is button/checkbox,"[('criminal', 0.6), ('immigration', 0.3)]","[('applicant', 2.0)]",[],Part 8,8,Line 72,,YesNo,1
