Form,Field Name,Type,Parent,Persona,Domain,Value Type,Value,Screen Label,Tooltip
i485.pdf,Pt1Line4c_MiddleName[0],/Tx,#subform[0],applicant,personal,,,Middle Name.,Part 1. Information About You (Person applying for lawful permanent residence). Other Names You Have Used Since Birth (if applicable). 4. C. Enter Middle Name.
i485.pdf,Pt1Line6_CityOrTown[0],/Tx,#subform[0],applicant,personal,,,City or Town of Birth.,Part 1. Information About You (Person applying for lawful permanent residence). Other Information About You. 7. Enter City or Town of Birth.
i485.pdf,Pt1Line10_AlienNumber[1],/Tx,#subform[1],,immigration,,,This field pre-populates from page 1.,Alien Registration Number (A. Number). This is a read only field. This field pre-populates from page 1.
i485.pdf,Pt1Line8_CountryofBirth[0],/Tx,#subform[1],applicant,personal,,,Country of Birth.,Part 1. Information About You (Person applying for lawful permanent residence). Other Information About You. 8. Enter Country of Birth.
i485.pdf,Pt1Line9_CountryofCitizenship[0],/Tx,#subform[1],applicant,personal,,,Country of Citizenship or Nationality.,Part 1. Information About You (Person applying for lawful permanent residence). Other Information About You. 9. Enter Country of Citizenship or Nationality.
i485.pdf,Pt1Line12_StreetNumberName[0],/Tx,#subform[1],applicant,personal,,,Street Number and Name.,Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. B. Enter Street Number and Name.
i485.pdf,Pt1Line12_Unit[0],/Btn,#subform[1],applicant,personal,selection,Unit,Floor.,Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. C. Select Floor.
i485.pdf,Pt1Line12_Unit[1],/Btn,#subform[1],applicant,personal,selection,Unit,Apartment.,Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. C. Select Apartment.
i485.pdf,Pt1Line12_AptSteFlrNumber[0],/Tx,#subform[1],applicant,personal,,,"Apartment, Suite or Floor Number.","Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. C. Enter Apartment, Suite or Floor Number."
i485.pdf,Pt1Line12_Unit[2],/Btn,#subform[1],applicant,personal,selection,Unit,Suite.,Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. C. Select Suite.
i485.pdf,Pt1Line12_CityOrTown[0],/Tx,#subform[1],applicant,personal,,,City or Town.,Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. D. Enter City or Town.
i485.pdf,Pt1Line12_ZipCode[0],/Tx,#subform[1],applicant,personal,,,Zip Code.,Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. F. Enter Zip Code.
i485.pdf,Pt1Line12_State[0],/Ch,#subform[1],applicant,personal,,,State from List of States.,Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. E. Select State from List of States.
i485.pdf,Pt1Line12_InCareofName[0],/Tx,#subform[1],applicant,personal,,,"In Care Of Name, if any.","Part 1. Information About You (Person applying for lawful permanent residence). U.S. Mailing Address. 12. A. Enter In Care Of Name, if any."
i485.pdf,Pt1Line11_USCISELISAcctNumber[0],/Tx,#subform[1],applicant,personal,,,"U S C I S Online Account Number, if any.","Part 1. Information About You (Person applying for lawful permanent residence). Other Information About You. 11. Enter U S C I S Online Account Number, if any."
i485.pdf,Pt1Line13_StreetNumberName[0],/Tx,#subform[1],applicant,personal,,,Street Number and Name.,Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. 13. B. Enter Street Number and Name.
i485.pdf,Pt1Line13_Unit[0],/Btn,#subform[1],applicant,personal,selection,Unit,Floor.,Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. 13. C. Select Floor.
i485.pdf,Pt1Line13_Unit[1],/Btn,#subform[1],applicant,personal,selection,Unit,Apartment.,Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. 13. C. Select Apartment.
i485.pdf,Pt1Line13_AptSteFlrNumber[0],/Tx,#subform[1],applicant,personal,,,"Apartment, Suite or Floor Number.","Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. 13. C. Enter Apartment, Suite or Floor Number."
i485.pdf,Pt1Line13_Unit[2],/Btn,#subform[1],applicant,personal,selection,Unit,Suite.,Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. 13. C. Select Suite.
i485.pdf,Pt1Line13_CityOrTown[0],/Tx,#subform[1],applicant,personal,,,City or Town.,Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. 13. D. Enter City or Town.
i485.pdf,Pt1Line13_ZipCode[0],/Tx,#subform[1],applicant,personal,,,Zip Code.,Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. 13. F. Enter Zip Code.
i485.pdf,Pt1Line13_State[0],/Ch,#subform[1],applicant,personal,,,State from List of States.,Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. 13. E. Select State from List of States.
i485.pdf,Pt1Line13_InCareofName[0],/Tx,#subform[1],applicant,personal,,,"In Care Of Name, if any.","Part 1. Information About You (Person applying for lawful permanent residence). Alternate and/or Safe Mailing Address. If you are applying based on the Violence Against Women Act (V A. W A.) or as a special immigrant juvenile, human trafficking victim (T nonimmigrant), or victim of a qualifying crime (U nonimmigrant) and you do not want U S C I S to send notices about this application to your home, you may provide an alternative and/or safe mailing address. 13. A. Enter In Care Of Name, if any."
i485.pdf,Pt1Line10_AlienNumber[2],/Tx,#subform[1],applicant,personal,,,Additional Information.,"Part 1. Information About You (Person applying for lawful permanent residence). Other Information About You. 10. Enter Alien Registration Number (A. Number), if any. NOTE:  If you have EVER used other A. Numbers, include the additional A. Numbers in the space provided in Part 14. Additional Information."
i485.pdf,Pt1Line14_YN[0],/Btn,#subform[1],applicant,personal,selection,YN,No.,Part 1. Information About You (individual applying for lawful permanent residence).  Social Security Card. 14. Has the Social Security Administration (SSA) ever officially issued a Social Security card to you? Select No.
i485.pdf,Pt1Line14_YN[1],/Btn,#subform[1],applicant,personal,selection,YN,"If you answered “Yes,” provide the information requested in Item Number 16.","Part 1. Information About You (individual applying for lawful permanent residence).  Social Security Card. 14. Has the Social Security Administration (SSA) ever officially issued a Social Security card to you? Select Yes. If you answered “Yes,” provide the information requested in Item Number 16."
i485.pdf,Pt1Line15_SSN[0],/Tx,#subform[1],applicant,personal,,,9 digit social security number.,Part 1. Information About You (individual applying for lawful permanent residence).  Social Security Card. 15. Provide your U.S. Social Security Number (SSN).  Enter 9 digit social security number.
i485.pdf,Pt1Line16_YN[0],/Btn,#subform[1],applicant,personal,selection,YN,No.,"Part 1. Information About You (individual applying for lawful permanent residence).  Social Security Card. 16. Do you want the SSA to issue you a Social Security card? (You must also answer “Yes” to Item Number 18. Consent for Disclosure, to receive a card). Select No."
i485.pdf,Pt1Line16_YN[1],/Btn,#subform[1],applicant,personal,selection,YN,Yes.,"Part 1. Information About You (individual applying for lawful permanent residence).  Social Security Card. 16. Do you want the SSA to issue you a Social Security card? (You must also answer “Yes” to Item Number 18. Consent for Disclosure, to receive a card). Select Yes."
i485.pdf,Pt1Line17_YN[0],/Btn,#subform[1],applicant,personal,selection,YN,No.,Part 1. Information About You (individual applying for lawful permanent residence).  Social Security Card. 17. Consent for Disclosure:  I authorize disclosure of information from this application to the SSA as required for the purpose of assigning me an SSN and issuing me a Social Security Card. Select No.
i485.pdf,Pt1Line17_YN[1],/Btn,#subform[1],applicant,personal,selection,YN,Yes.,Part 1. Information About You (individual applying for lawful permanent residence).  Social Security Card. 17. Consent for Disclosure:  I authorize disclosure of information from this application to the SSA as required for the purpose of assigning me an SSN and issuing me a Social Security Card. Select Yes.
i485.pdf,Pt1Line18_PassportNum[0],/Tx,#subform[1],applicant,personal,,,Passport Number Used at Last Arrival.,Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. Provide the information for Item Numbers 18. through 24. if you last entered the United States using a passport or travel document. 18. Enter Passport Number Used at Last Arrival.
i485.pdf,Pt2Line19_TravelDoc[0],/Tx,#subform[1],applicant,personal,,,Travel Document Number Used at Last Arrival.,Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. 19. Enter Travel Document Number Used at Last Arrival.
i485.pdf,Pt1Line20_ExpDate[0],/Tx,#subform[1],applicant,personal,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. 20. Enter Date of this Passport or Travel Document. Enter as 2-digit Month, 2-digit Day, and 4-digit Year."
i485.pdf,Pt1Line21_Passport[0],/Tx,#subform[1],applicant,personal,,,Country that Issued this Passport or Travel Document.,Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. 21. Enter Country that Issued this Passport or Travel Document.
i485.pdf,Pt1Line22_VisaNum[0],/Tx,#subform[1],applicant,personal,,,"Nonimmigrant Visa Number from this Passport, if any.","Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. 22. Enter Nonimmigrant Visa Number from this Passport, if any."
i485.pdf,Pt1Line23a_CityTown[0],/Tx,#subform[1],applicant,personal,,,City or Town.,Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. Place of Last Arrival into the United States. 23. A. Enter City or Town.
i485.pdf,Pt1Line23b_State[0],/Ch,#subform[1],applicant,personal,,,State from List of States.,Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. Place of Last Arrival into the United States. 23. B. Select State from List of States.
i485.pdf,Pt1Line24_Date[0],/Tx,#subform[1],applicant,personal,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. 24. Enter Date of Last Arrival. Enter as 2-digit Month, 2-digit Day, and 4-digit Year."
i485.pdf,Pt1Line10_AlienNumber[3],/Tx,#subform[2],,immigration,,,This field pre-populates from page 1.,Alien Registration Number (A. Number). This is a read only field. This field pre-populates from page 1.
i485.pdf,Pt1Line25b_ParoleEntrance[0],/Tx,#subform[2],applicant,personal,,,Paroled As.,"Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. When I last arrived in the United States, I. 25. B. Enter Paroled As."
i485.pdf,Pt1Line25a_CB[0],/Btn,#subform[2],applicant,personal,selection,CB,"Was inspected at a port of entry and admitted as (for example, exchange visitor; visitor, waived through; temporary worker; student).","Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. When I last arrived in the United States, I. 25. A. Select Was inspected at a port of entry and admitted as (for example, exchange visitor; visitor, waived through; temporary worker; student)."
i485.pdf,Pt1Line25b_CB[0],/Btn,#subform[2],applicant,personal,selection,CB,"Was inspected at a port of entry and paroled as (for example, humanitarian parole, Cuban parole).","Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. When I last arrived in the United States, I. 25. B. Select Was inspected at a port of entry and paroled as (for example, humanitarian parole, Cuban parole). "
i485.pdf,Pt1Line25c_CB[0],/Btn,#subform[2],applicant,personal,selection,CB,Came into the United States without admission or parole.,"Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. When I last arrived in the United States, I. 25. C. Select Came into the United States without admission or parole."
i485.pdf,Pt1Line25d_CB[0],/Btn,#subform[2],applicant,personal,selection,CB,Other.,"Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. When I last arrived in the United States, I. 25. D. Select Other."
i485.pdf,Pt1Line26b_Date[0],/Tx,#subform[2],applicant,personal,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. 26. B. Enter Expiration Date of Authorized Stay Shown on Form I - 94. Enter as 2-digit Month, 2-digit Day, and 4-digit Year."
i485.pdf,Pt1Line26c_Status[0],/Tx,#subform[2],applicant,personal,,,"Status on Form I - 94 (for example, class of admission, or paroled, if paroled).","Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. 26. C. Enter Status on Form I - 94 (for example, class of admission, or paroled, if paroled)."
i485.pdf,P2Line26a_I94[0],/Tx,#subform[2],applicant,personal,,,Form I - 94 Arrival-Departure Record Number.,Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. If you were issued a Form I-94 Arrival-Departure Record Number. 26. A. Enter Form I - 94 Arrival-Departure Record Number.
i485.pdf,Pt1Line25a_AdmissionEntry[0],/Tx,#subform[2],applicant,personal,,,Admitted As.,"Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. When I last arrived in the United States, I. 25. A. Enter Admitted As."
i485.pdf,Pt2Line25d_other[0],/Tx,#subform[2],applicant,personal,,,Other.,"Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. When I last arrived in the United States, I. 25. D. Enter Other."
i485.pdf,Pt1Line28a_FamilyName[0],/Tx,#subform[2],applicant,personal,,,Family Name (Last Name).,"Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. Provide your name exactly as it appears on your Form I - 94, if any. 28. A. Enter Family Name (Last Name)."
i485.pdf,Pt1Line28b_GivenName[0],/Tx,#subform[2],applicant,personal,,,Given Name (First Name).,"Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. Provide your name exactly as it appears on your Form I - 94, if any. 28. B. Enter Given Name (First Name)."
i485.pdf,Pt1Line28c_MiddleName[0],/Tx,#subform[2],applicant,personal,,,Middle Name.,"Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. Provide your name exactly as it appears on your Form I - 94, if any. 28. C. Enter Middle Name."
i485.pdf,Pt2Line1_CB[0],/Btn,#subform[2],applicant,personal,selection,CB,"citizen, Form I - 1 30.","Part 2. Application Type or Filing Category. NOTE:  Attach a copy of the Form I - 7 97 receipt or approval notice for the underlying petition or application, as appropriate. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. A. Family-based. Select Immediate relative of a U.S. citizen, Form I - 1 30."
i485.pdf,Pt2Line1_CB[1],/Btn,#subform[2],applicant,personal,selection,CB,"citizen or relative of a lawful permanent resident under the family-based preference categories, Form I - 1 30.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. A. Family-based. Select Other relative of a U.S. citizen or relative of a lawful permanent resident under the family-based preference categories, Form I - 1 30."
i485.pdf,Pt2Line1_CB[2],/Btn,#subform[2],applicant,personal,selection,CB,"citizen, Form I - 1 29 F (K-1 / K-2 Nonimmigrant).","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. A. Family-based. Select Person admitted to the United States as a fiancé(e) or child of a fiancé(e) of a U.S. citizen, Form I - 1 29 F (K-1 / K-2 Nonimmigrant)."
i485.pdf,Pt2Line1_CB[3],/Btn,#subform[2],applicant,personal,selection,CB,"citizen, Form I - 3 60.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. A. Family-based. Select Widow or widower of a U.S. citizen, Form I - 3 60."
i485.pdf,Pt2Line1_CB[4],/Btn,#subform[2],applicant,personal,selection,CB,"self-petitioner, Form I - 3 60.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. A. Family-based. Select V A. W A. self-petitioner, Form I - 3 60."
i485.pdf,Pt2Line1_CB[5],/Btn,#subform[2],applicant,personal,selection,CB,"Alien entrepreneur, Form I - 5 26.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. B. Employment-based. Select Alien entrepreneur, Form I - 5 26."
i485.pdf,Pt2Line1_CB[6],/Btn,#subform[2],applicant,personal,selection,CB,"Alien worker, Form I - 1 40.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. B. Employment-based. Select Alien worker, Form I - 1 40."
i485.pdf,Pt2Line1_CB[7],/Btn,#subform[2],applicant,personal,selection,CB,"Religious worker, Form I - 3 60.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. C. Special Immigrant. Select Religious worker, Form I - 3 60."
i485.pdf,Pt2Line1_CB[8],/Btn,#subform[2],applicant,personal,selection,CB,"Certain Afghan or Iraqi National, Form I-360 or Form DS-157.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. C. Special Immigrant. Select Certain Afghan or Iraqi National, Form I-360 or Form DS-157. "
i485.pdf,Pt2Line1_CB[9],/Btn,#subform[2],applicant,personal,selection,CB,"Special immigrant juvenile, Form I - 3 60.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. C. Special Immigrant. Select Special immigrant juvenile, Form I - 3 60."
i485.pdf,Pt2Line1_CB[10],/Btn,#subform[2],applicant,personal,selection,CB,"Certain G-4 international organization or family member or NATO-6 employee or family member, Form I - 3 60.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. C. Special Immigrant. Select Certain G-4 international organization or family member or NATO-6 employee or family member, Form I - 3 60."
i485.pdf,Pt2Line1_CB[11],/Btn,#subform[2],applicant,personal,selection,CB,"Certain international broadcaster, Form I - 3 60.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. C. Special Immigrant. Select Certain international broadcaster, Form I - 3 60."
i485.pdf,Pt1Line27_Status[0],/Tx,#subform[2],applicant,personal,,,What is your current immigration status (if it has changed since your arrival)?,Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. 27. What is your current immigration status (if it has changed since your arrival)?
i485.pdf,Pt2Line1_CB[12],/Btn,#subform[2],applicant,personal,selection,CB,"section 2 0 7), Form I - 5 90 or Form I - 7 30.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. D. Asylee or Refugee. Select Refugee status (I N A. section 2 0 7), Form I - 5 90 or Form I - 7 30."
i485.pdf,Pt2Line1_CB[13],/Btn,#subform[2],applicant,personal,selection,CB,"section 2 0 8), Form I - 5 89 or Form I - 7 30.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. D. Asylee or Refugee. Select Asylum status (I N A. section 2 0 8), Form I - 5 89 or Form I - 7 30."
i485.pdf,Pt2Line1_CB[14],/Btn,#subform[2],applicant,personal,selection,CB,"Human trafficking victim (T Nonimmigrant), Form I - 9 14 or derivative family member, Form I - 9 14 A.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. E. Human Trafficking Victim or Crime Victim. Select Human trafficking victim (T Nonimmigrant), Form I - 9 14 or derivative family member, Form I - 9 14 A."
i485.pdf,Pt2Line1_CB[15],/Btn,#subform[2],applicant,personal,selection,CB,"Crime victim (U Nonimmigrant), Form I - 9 18, derivative family member, Form I - 9 18 A., or qualifying family member, Form I - 9 29.","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. E. Human Trafficking Victim or Crime Victim. Select Crime victim (U Nonimmigrant), Form I - 9 18, derivative family member, Form I - 9 18 A., or qualifying family member, Form I - 9 29."
i485.pdf,Pt1Line10_AlienNumber[4],/Tx,#subform[3],,immigration,,,This field pre-populates from page 1.,Alien Registration Number (A. Number). This is a read only field. This field pre-populates from page 1.
i485.pdf,Pt2Line1_CB[16],/Btn,#subform[3],applicant,personal,selection,CB,Dependent status under the Haitian Refugee Immigrant Fairness Act.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. F. Special Programs Based on Certain Public Laws. Select Dependent status under the Haitian Refugee Immigrant Fairness Act."
i485.pdf,Pt2Line1_CB[17],/Btn,#subform[3],applicant,personal,selection,CB,Lautenberg Parolees.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. F. Special Programs Based on Certain Public Laws. Select Lautenberg Parolees."
i485.pdf,Pt2Line1_CB[18],/Btn,#subform[3],applicant,personal,selection,CB,"Diplomats or high ranking officials unable to return home (Section 13 of the Act of September 11, 1957).","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. F. Special Programs Based on Certain Public Laws. Select Diplomats or high ranking officials unable to return home (Section 13 of the Act of September 11, 1957)."
i485.pdf,Pt2Line1_CB[19],/Btn,#subform[3],spouse,personal,selection,CB,Dependent status under the Haitian Refugee Immigrant Fairness Act for battered spouses and children.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. F. Special Programs Based on Certain Public Laws. Select Dependent status under the Haitian Refugee Immigrant Fairness Act for battered spouses and children."
i485.pdf,Pt2Line1_CB[20],/Btn,#subform[3],applicant,personal,selection,CB,Indochinese Parole Adjustment Act of 2000.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. F. Special Programs Based on Certain Public Laws. Select Indochinese Parole Adjustment Act of 2000."
i485.pdf,Pt2Line1_CB[21],/Btn,#subform[3],applicant,personal,selection,CB,The Cuban Adjustment Act.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. F. Special Programs Based on Certain Public Laws. Select The Cuban Adjustment Act. "
i485.pdf,Pt2Line1_CB[22],/Btn,#subform[3],spouse,personal,selection,CB,The Cuban Adjustment Act for battered spouses and children.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. F. Special Programs Based on Certain Public Laws. Select The Cuban Adjustment Act for battered spouses and children."
i485.pdf,Pt2Line1_CB[23],/Btn,#subform[3],applicant,personal,selection,CB,"Continuous residence in the United States since before January 1, 1972 (""Registry"").","Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. G. Additional Options. Select Continuous residence in the United States since before January 1, 1972 (""Registry"")."
i485.pdf,Pt2Line1_CB[24],/Btn,#subform[3],applicant,personal,selection,CB,Individual born in the United States under diplomatic status.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. G. Additional Options. Select Individual born in the United States under diplomatic status. "
i485.pdf,Pt2Line1_CB[25],/Btn,#subform[3],applicant,personal,selection,CB,Diversity Visa program.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. G. Additional Options. Select Diversity Visa program."
i485.pdf,Pt2Line1_CB[26],/Btn,#subform[3],applicant,personal,selection,CB,Other eligibility.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. G. Additional Options. Select Other eligibility."
i485.pdf,Pt2Line1g_OtherEligibility[0],/Tx,#subform[3],applicant,personal,,,Other Eligibility.,"Part 2. Application Type or Filing Category. I am applying to register lawful permanent residence or adjust status to that of a lawful permanent resident based on the following immigrant category (select only one box).  (See the Form I - 4 85 Instructions for more information, including any Additional Instructions that relate to the immigrant category you select.). 1. G. Additional Options. Other eligibility. Enter Other Eligibility."
i485.pdf,Pt2Line2_CB[0],/Btn,#subform[3],applicant,personal,selection,CB,Instructions.,"Part 2. Application Type or Filing Category. 2. Are you applying for adjustment based on the Immigration and Nationality Act (I N A.) section 2 45(i)? Select Yes. NOTE:  If you answered ""Yes"" to Item Number 2., you must have selected a family-based, employment-based, special immigrant, or Diversity Visa immigrant category listed above in Item Numbers 1. A. through 1. G. as the basis for your application for adjustment of status.  Fill out the rest of this application and Supplement A. to Form I - 4 85, Adjustment of Status Under Section 2 45(i) (Supplement A.).  For detailed filing instructions, read the Form I - 4 85 Instructions (including any Additional Instructions that relate to the immigrant category that you selected in Item Numbers 1. A. through 1. G.) and Supplement A. Instructions."
i485.pdf,Pt2Line2_CB[1],/Btn,#subform[3],applicant,immigration,selection,CB,No.,Part 2. Application Type or Filing Category. 2. Are you applying for adjustment based on the Immigration and Nationality Act (I N A.) section 2 45(i)? Select No.
i485.pdf,Pt2Line3_Receipt[0],/Tx,#subform[3],applicant,personal,,,"Receipt Number of Underlying Petition, if any.","Part 2. Application Type or Filing Category. Information About Your Immigrant Category. If you are the principal applicant, provide the following information. 3. Enter Receipt Number of Underlying Petition, if any. "
i485.pdf,Pt2Line4_Date[0],/Tx,#subform[3],applicant,personal,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 2. Application Type or Filing Category. Information About Your Immigrant Category. If you are the principal applicant, provide the following information. 4. Enter Priority Date from Underlying Petition, if any. Enter as 2-digit Month, 2-digit Day, and 4-digit Year."
