Form,Field Name,Type,Parent,Persona,Domain,Value Type,Value,Has Tooltip
i693.pdf,Pt8Line1B1c_DateNontreponemalTest[0],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt8Line1B1a_name[0],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[0],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[1],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[2],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[3],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[4],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[5],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[0],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[1],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[2],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[3],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[4],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[5],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[6],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[7],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[8],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[9],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[10],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[11],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[6],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[7],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[8],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[9],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[10],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1b_DateScreeningRun[11],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[12],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[13],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[14],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[15],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[16],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1d_name[17],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt8Line1A4_SputumSmearsCultures[0],/Btn,#subform[6],applicant,medical,selection,SputumSmearsCultures,No
i693.pdf,Pt8Line1A4_SputumSmearsCultures[1],/Btn,#subform[6],applicant,medical,selection,SputumSmearsCultures,No
i693.pdf,Pt8Line1A4_SputumSmearsCultures[2],/Btn,#subform[6],applicant,medical,selection,SputumSmearsCultures,No
i693.pdf,Pt8Line1A4_SputumSmearsCultures[3],/Btn,#subform[6],applicant,medical,selection,SputumSmearsCultures,No
i693.pdf,Pt8Line1A4_SputumSmearsCultures[4],/Btn,#subform[6],applicant,medical,selection,SputumSmearsCultures,No
i693.pdf,Pt1Line1b_GivenName[7],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[7],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[7],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt8Line1B2_Findings[0],/Btn,#subform[7],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1B2_Findings[1],/Btn,#subform[7],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1B2_Findings[2],/Btn,#subform[7],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1B3_Remarks[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[7],/Tx,#subform[7],applicant,immigration,,,No
i693.pdf,Pt8Line1B3_Drug[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt8Line1B3_Dosage[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt8Line1B3_startDate[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt8Line1B3_endDate[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt7Line1C1b_DateScreeningNucleicAcid[0],/Tx,#subform[7],applicant,medical,,,No
i693.pdf,Pt8Line1C1a_name[0],/Tx,#subform[7],applicant,medical,,,No
i693.pdf,Pt8Line1C1c[0],/Btn,#subform[7],applicant,medical,selection,Positive,No
i693.pdf,Pt8Line1C1c[1],/Btn,#subform[7],applicant,medical,selection,Negative,No
i693.pdf,Pt8Line1c2_Findings[0],/Btn,#subform[7],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1c2_Findings[1],/Btn,#subform[7],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1c2_Findings[2],/Btn,#subform[7],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1B1e_DateScreeningRun[0],/Tx,#subform[7],applicant,medical,,,No
i693.pdf,Pt8Line1B1f_TiterOne[0],/Tx,#subform[7],applicant,medical,,,No
i693.pdf,Pt8Line1B1d_TreponemalReactiveNon[0],/Btn,#subform[7],applicant,medical,selection,TreponemalReactiveNon,No
i693.pdf,Pt8Line1B1d_TreponemalReactiveNon[1],/Btn,#subform[7],applicant,medical,selection,TreponemalReactiveNon,No
i693.pdf,Pt8Line1B1g_nameOfrepeat[0],/Tx,#subform[7],applicant,medical,,,No
i693.pdf,Pt7Line1B1h_DateOfrepeatTest[0],/Tx,#subform[7],applicant,medical,,,No
i693.pdf,Pt8Line1B1i_RepeatReativeNon[0],/Btn,#subform[7],applicant,medical,selection,RepeatReativeNon,No
i693.pdf,Pt8Line1B1i_RepeatReativeNon[1],/Btn,#subform[7],applicant,medical,selection,RepeatReativeNon,No
i693.pdf,Pt8Line1B1d_name[0],/Tx,#subform[7],applicant,medical,,,No
i693.pdf,Pt8Line1c3_Remarks[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt8Line1C3_Drug[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt8Line1C3_Dosage[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt8Line1C3_startDate[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt8Line1C3_endDate[0],/Tx,#subform[7],applicant,personal,,,No
i693.pdf,Pt1Line1b_GivenName[8],/Tx,#subform[8],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[8],/Tx,#subform[8],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[8],/Tx,#subform[8],applicant,personal,,,No
i693.pdf,Pt8Line1C2_Remarks[0],/Tx,#subform[8],applicant,personal,,,No
i693.pdf,Pt8Line2A_Disorders[0],/Btn,#subform[8],applicant,medical,selection,Disorders,No
i693.pdf,Pt8Line2A_Disorders[1],/Btn,#subform[8],applicant,medical,selection,Disorders,No
i693.pdf,Pt8Line2A_Disorders[2],/Btn,#subform[8],applicant,medical,selection,Disorders,No
i693.pdf,Pt8Line2A_Disorders[3],/Btn,#subform[8],applicant,medical,selection,Disorders,No
i693.pdf,Pt8Line2A_Disorders[4],/Btn,#subform[8],applicant,medical,selection,Disorders,No
i693.pdf,Pt1Line3e_AlienNumber[8],/Tx,#subform[8],applicant,immigration,,,No
i693.pdf,Pt8Line1D1_Findings[0],/Btn,#subform[8],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1D1_Findings[1],/Btn,#subform[8],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1D1b_Checkboxf[0],/Btn,#subform[8],applicant,medical,selection,Checkboxf,No
i693.pdf,Pt8Line1D1b_Checkboxf[1],/Btn,#subform[8],applicant,medical,selection,Checkboxf,No
i693.pdf,Pt8Line1D1_Findings[2],/Btn,#subform[8],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line1C1c_Checkboxg[0],/Btn,#subform[8],applicant,medical,selection,Checkboxg,No
i693.pdf,Pt8Line1C1c_Checkboxg[1],/Btn,#subform[8],applicant,medical,selection,Checkboxg,No
i693.pdf,Pt8Line2B_Remarks[0],/Tx,#subform[8],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[9],/Tx,#subform[9],applicant,personal,,,No
i693.pdf,Pt1Line1b_GivenName[9],/Tx,#subform[9],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[9],/Tx,#subform[9],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[9],/Tx,#area[9],applicant,immigration,,,No
i693.pdf,Pt8Line3B_Remarks[0],/Tx,#subform[9],applicant,personal,,,No
i693.pdf,Pt8Line4_ListOtherMedConditions[0],/Tx,#subform[9],applicant,medical,,,No
i693.pdf,Pt8Line3A_Findings[0],/Btn,#subform[9],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line3A_Findings[1],/Btn,#subform[9],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line3A_Findings[2],/Btn,#subform[9],applicant,medical,selection,Findings,No
i693.pdf,Pt8Line3A_Findings[3],/Btn,#subform[9],applicant,medical,selection,Findings,No
i693.pdf,Pt1Line1a_FamilyName[10],/Tx,#subform[10],applicant,personal,,,No
i693.pdf,Pt1Line1b_GivenName[10],/Tx,#subform[10],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[10],/Tx,#subform[10],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[10],/Tx,#area[10],applicant,immigration,,,No
i693.pdf,Pt9Line3_DateSigned[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt9Line4_NameOfMPorHD[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt9Line3_Signature[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt9Line2_StreetNumberName[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt9Line2_AptSteFlrNumber[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt9Line2_Unit[0],/Btn,#subform[10],applicant,medical,selection,Unit,No
i693.pdf,Pt9Line2_Unit[1],/Btn,#subform[10],applicant,medical,selection,Unit,No
i693.pdf,Pt9Line2_Unit[2],/Btn,#subform[10],applicant,medical,selection,Unit,No
i693.pdf,Pt9Line2_CityOrTown[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt9Line2_State[0],/Ch,#subform[10],applicant,medical,,,No
i693.pdf,Pt9Line2_ZipCode[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt9Line5_DaytimePhone[0],/Tx,#subform[10],applicant,personal,,,No
i693.pdf,Pt9Line1_GivenName[0],/Tx,#subform[10],applicant,personal,,,No
i693.pdf,Pt9Line1_FamilyName[0],/Tx,#subform[10],applicant,personal,,,No
i693.pdf,Pt9Line1_MiddleName[0],/Tx,#subform[10],applicant,personal,,,No
i693.pdf,Pt9Line1_NameOfMPorHD[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt8Line5D_Remarks[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt8Line5A_DoctorOrHDptName[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt8Line5B_StreetNumberName[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt8Line5B_AptSteFlrNumber[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt8Line5B_Unit[0],/Btn,#subform[10],applicant,medical,selection,Unit,No
i693.pdf,Pt8Line5B_Unit[1],/Btn,#subform[10],applicant,medical,selection,Unit,No
i693.pdf,Pt8Line5B_Unit[2],/Btn,#subform[10],applicant,medical,selection,Unit,No
i693.pdf,Pt8Line5B_CityOrTown[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt8Line5B_State[0],/Ch,#subform[10],applicant,medical,,,No
i693.pdf,Pt8Line5B_ZipCode[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,Pt8Line5C_DateOfReferral[0],/Tx,#subform[10],applicant,medical,,,No
i693.pdf,P9_TDVaccineCheckBox[0],/Btn,sfTable[0],applicant,medical,selection,TDVaccineCheckBox,No
i693.pdf,Pt10Line13_CompleteSeries[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line13_NotAge12[0],/Btn,sfTable[0],applicant,medical,selection,NotAge12,No
i693.pdf,Pt10Line13_InsufficientCheckBox12[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox12,No
i693.pdf,Pt10Line13_ContraCheckBox12[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox12,No
i693.pdf,Pt10Line13d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line13_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line13c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line13b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line13a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10_PVVaccineCheckBox[0],/Btn,sfTable[0],applicant,medical,selection,PVVaccineCheckBox,No
i693.pdf,Pt10_PVVaccineCheckBox[1],/Btn,sfTable[0],applicant,medical,selection,PVVaccineCheckBox,No
i693.pdf,P10_TDVaccineCheckBox[0],/Btn,sfTable[0],applicant,medical,selection,TDVaccineCheckBox,No
i693.pdf,P10_VaccineCheckBox[0],/Btn,sfTable[0],applicant,medical,selection,VaccineCheckBox,No
i693.pdf,P10_VaccineCheckBox[1],/Btn,sfTable[0],applicant,medical,selection,VaccineCheckBox,No
i693.pdf,P10_VaccineCheckBox[2],/Btn,sfTable[0],applicant,medical,selection,VaccineCheckBox,No
i693.pdf,Pt10Line1_DTDateReceived1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line2_TdDateReceived1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line3a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line4a_DateReceived_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line5a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line6_HBDateReceived1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line7a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line8a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line9a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line10a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line11a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line12a_DateReceived_1[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_DTDateReceived2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line2_TdDateReceived2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line3b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line4b_DateReceived_2[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line5b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line6_HBDateReceived2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line7b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line8b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line9b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line10b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line11b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line12b_DateReceived_2[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_DTDateReceived3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line2_TdDateReceived3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line3c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line4c_DateReceived_3[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line5c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line6_HBDateReceived3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line7c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line8c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line9c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line10c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line11c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line12c_DateReceived_3[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_DTDateReceived4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_DTDateGiven[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line2_TdDateGiven[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line3_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line4_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line5_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line6_HBDateGiven[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line7_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line8_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line9_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line10_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line11_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line12_DateGiven_1[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line2_TdDateReceived4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line3d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line4d_DateReceived_4[0],/Tx,sfTable[0],applicant,personal,,,No
i693.pdf,Pt10Line5d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line6_HBDateReceived4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line7d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line8d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line9d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line10d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line11d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line12d_DateReceived_4[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_NotAge1[0],/Btn,sfTable[0],applicant,medical,selection,NotAge1,No
i693.pdf,Pt10Line1_ContraCheckBox1[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox1,No
i693.pdf,Pt10Line2_TdContra[0],/Btn,sfTable[0],applicant,medical,selection,TdContra,No
i693.pdf,Pt10Line3_ContraCheckBox3[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox3,No
i693.pdf,Pt10Line4_ContraCheckBox4[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox4,No
i693.pdf,Pt10Line5_ContraCheckBox5[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox5,No
i693.pdf,Pt10Line6_ContraCheckBox6[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox6,No
i693.pdf,Pt10Line7_ContraCheckBox7[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox7,No
i693.pdf,Pt10Line8_ContraCheckBox8[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox8,No
i693.pdf,Pt10Line9_ContraCheckBox9[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox9,No
i693.pdf,Pt10Line10_ContraCheckBox10[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox10,No
i693.pdf,Pt10Line11_ContraCheckBox11[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox11,No
i693.pdf,Pt10Line12_ContraCheckBox12[0],/Btn,sfTable[0],applicant,medical,selection,ContraCheckBox12,No
i693.pdf,Pt10Line1_InsufficientCheckBox1[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox1,No
i693.pdf,Pt10Line2_InsufficientCheckBox2[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox2,No
i693.pdf,Pt10Line3_InsufficientCheckBox3[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox3,No
i693.pdf,Pt10Line4_InsufficientCheckBox4[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox4,No
i693.pdf,Pt10Line5_InsufficientCheckBox5[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox5,No
i693.pdf,Pt10Line6_InsufficientCheckBox6[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox6,No
i693.pdf,Pt10Line7_InsufficientCheckBox7[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox7,No
i693.pdf,Pt10Line8_InsufficientCheckBox8[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox8,No
i693.pdf,Pt10Line10_InsufficientCheckBox9[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox9,No
i693.pdf,Pt10Line10_InsufficientCheckBox10[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox10,No
i693.pdf,Pt10Line11_InsufficientCheckBox11[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox11,No
i693.pdf,Pt10Line12_InsufficientCheckBox12[0],/Btn,sfTable[0],applicant,medical,selection,InsufficientCheckBox12,No
i693.pdf,Pt10Line2_NotAge2[0],/Btn,sfTable[0],applicant,medical,selection,NotAge2,No
i693.pdf,Pt10Line3_NotAge3[0],/Btn,sfTable[0],applicant,medical,selection,NotAge3,No
i693.pdf,Pt10Line4_NotAge4[0],/Btn,sfTable[0],applicant,medical,selection,NotAge4,No
i693.pdf,Pt10Line5_NotAge5[0],/Btn,sfTable[0],applicant,medical,selection,NotAge5,No
i693.pdf,Pt10Line6_NotAge6[0],/Btn,sfTable[0],applicant,medical,selection,NotAge6,No
i693.pdf,Pt10Line7_NotAge7[0],/Btn,sfTable[0],applicant,medical,selection,NotAge7,No
i693.pdf,Pt10Line8_NotAge8[0],/Btn,sfTable[0],applicant,medical,selection,NotAge8,No
i693.pdf,Pt10Line9_NotAge9[0],/Btn,sfTable[0],applicant,medical,selection,NotAge9,No
i693.pdf,Pt10Line10_NotAge10[0],/Btn,sfTable[0],applicant,medical,selection,NotAge10,No
i693.pdf,Pt10Line11_NotAge11[0],/Btn,sfTable[0],applicant,medical,selection,NotAge11,No
i693.pdf,Pt10Line12_NotAge12[0],/Btn,sfTable[0],applicant,medical,selection,NotAge12,No
i693.pdf,Pt10Line1_DTCompleteSeries[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line2_TdCompleteSeries[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_CompleteSeries[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_CompleteSeries[1],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_CompleteSeries[2],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_HBCompleteSeries[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_CompleteSeries[3],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_CompleteSeries[4],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_CompleteSeries[5],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt7Line1_CompleteSeries[0],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_CompleteSeries[6],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line1_CompleteSeries[7],/Tx,sfTable[0],applicant,medical,,,No
i693.pdf,Pt10Line9_InfluVaccineInsufficient9[0],/Btn,sfTable[0],applicant,medical,selection,InfluVaccineInsufficient9,No
i693.pdf,Pt10Line13_CheckBox13[0],/Btn,sfTable[0],applicant,medical,selection,CheckBox13,No
i693.pdf,Pt1Line1b_GivenName[11],/Tx,#subform[12],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[11],/Tx,#subform[12],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[11],/Tx,#subform[12],applicant,personal,,,No
i693.pdf,P10_USCIS_Remarks[0],/Tx,#subform[12],applicant,medical,,,No
i693.pdf,P10_Results[0],/Btn,#subform[12],applicant,medical,selection,Results,No
i693.pdf,P10_Results[1],/Btn,#subform[12],applicant,medical,selection,Results,No
i693.pdf,P10_Results[2],/Btn,#subform[12],applicant,medical,selection,Results,No
i693.pdf,P10_Remarks[0],/Tx,#subform[12],applicant,medical,,,No
i693.pdf,Pt1Line3e_AlienNumber[11],/Tx,#subform[12],applicant,immigration,,,No
i693.pdf,Pt11Line5d_AdditionalInfo[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt1Line3e_AlienNumber[12],/Tx,Global_ANumber[0],applicant,immigration,,,No
i693.pdf,Pt11Line3a_PageNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line3b_PartNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line3c_ItemNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line3d_AdditionalInfo[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line6a_PageNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line6b_PartNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line6c_ItemNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line6d_AdditionalInfo[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line5c_ItemNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line5b_PartNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line5a_PageNumber[0],/Tx,#subform[13],applicant,office,,,No
