Field_Name,Tooltip,Field_Type,Needs_Review,Confidence,Part,Part_Num,Line,Subline,Base_Field_Type,Position,Domains,Personas,Biographical_Subcategories
Pt8Line75_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 75. Are you under a final order of civil penalty for violating I N A. section 2 74 C for use of fraudulent documents? Select No.,YesNo,False,1.8,Part 8,8,Line 75,,YesNo,0,criminal(1.8); immigration(1.8),applicant(2.0),unknown(0.0)
Pt8Line75_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Illegal Entries and Other Immigration Violations. 75. Are you under a final order of civil penalty for violating I N A. section 2 74 C for use of fraudulent documents? Select Yes.,YesNo,False,1.8,Part 8,8,Line 75,,YesNo,1,criminal(1.8); immigration(1.8),applicant(2.0),unknown(0.0)
Pt8Line76_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. 76. Have you EVER been excluded, deported, or removed from the United States or have you ever departed the United States on your own after having been ordered excluded, deported, or removed from the United States? Select No.",YesNo,False,1.8,Part 8,8,Line 76,,YesNo,0,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line76_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. 76. Have you EVER been excluded, deported, or removed from the United States or have you ever departed the United States on your own after having been ordered excluded, deported, or removed from the United States? Select Yes.",YesNo,False,1.8,Part 8,8,Line 76,,YesNo,1,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line77_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. 77. Have you EVER entered the United States without being inspected and admitted or paroled? Select Yes.",YesNo,False,1.8,Part 8,8,Line 77,,YesNo,0,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line77_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. 77. Have you EVER entered the United States without being inspected and admitted or paroled? Select No.",YesNo,False,1.8,Part 8,8,Line 77,,YesNo,1,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line78a_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. Since April 1, 1997, have you been unlawfully present in the United States. 78. A. For more than 180 days but less than a year, and then departed the United States? Select No.",YesNo,False,1.8,Part 8,8,Line 78,a,YesNo,0,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line78a_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. Since April 1, 1997, have you been unlawfully present in the United States. 78. A. For more than 180 days but less than a year, and then departed the United States? Select Yes.",YesNo,False,1.8,Part 8,8,Line 78,a,YesNo,1,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line78b_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. Since April 1, 1997, have you been unlawfully present in the United States. 78. B. For one year or more and then departed the United States? Select Yes.",YesNo,False,1.8,Part 8,8,Line 78,b,YesNo,0,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line78b_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. Since April 1, 1997, have you been unlawfully present in the United States. 78. B. For one year or more and then departed the United States? Select No.",YesNo,False,1.8,Part 8,8,Line 78,b,YesNo,1,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line79a_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. Since April 1, 1997, have you EVER reentered or attempted to reenter the United States without being inspected and admitted or paroled after. 79. A. Having been unlawfully present in the United States for more than one year in the aggregate? Select No.",YesNo,False,1.8,Part 8,8,Line 79,a,YesNo,0,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line79a_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. NOTE: You were unlawfully present in the United States if you entered the United States without being inspected and admitted or inspected and paroled, or if you legally entered the United States but you stayed longer than permitted. Since April 1, 1997, have you EVER reentered or attempted to reenter the United States without being inspected and admitted or paroled after. 79. A. Having been unlawfully present in the United States for more than one year in the aggregate? Select Yes.",YesNo,False,1.8,Part 8,8,Line 79,a,YesNo,1,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line79b_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. Since April 1, 1997, have you EVER reentered or attempted to reenter the United States without being inspected and admitted or paroled after. 79. B. Having been deported, excluded, or removed from the United States? Select No.",YesNo,False,1.8,Part 8,8,Line 79,b,YesNo,0,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line79b_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Removal, Unlawful Presence, or Illegal Reentry After Previous Immigration Violations. Since April 1, 1997, have you EVER reentered or attempted to reenter the United States without being inspected and admitted or paroled after. 79. B. Having been deported, excluded, or removed from the United States? Select Yes.",YesNo,False,1.8,Part 8,8,Line 79,b,YesNo,1,criminal(1.8); immigration(1.8),applicant(2.0),contact_info(1.6)
Pt8Line7b_State[0],Part 8. General Eligibility and Inadmissibility Grounds. Organization Two. 7. B. Enter State or Province.,State,False,0.0,Part 8,8,Line 7,b,State,0,unknown(0.0),unknown(0.0),contact_info(1.6)
Pt8Line7c_Country[0],Part 8. General Eligibility and Inadmissibility Grounds. Organization Two. 7. C. Enter Country.,Country,False,0.0,Part 8,8,Line 7,c,Country,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt8Line80_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 80. Do you plan to practice polygamy in the United States? Select Yes.,YesNo,False,0.0,Part 8,8,Line 80,,YesNo,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt8Line80_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 80. Do you plan to practice polygamy in the United States? Select No.,YesNo,False,0.0,Part 8,8,Line 80,,YesNo,1,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt8Line81_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 81. Are you accompanying another foreign national who requires your protection or guardianship but who is inadmissible after being certified by a medical officer as being helpless from sickness, physical or mental disability, or infancy, as described in I N A. section 2 32(c)? Select No.",YesNo,False,1.8,Part 8,8,Line 81,,YesNo,0,medical(1.8),applicant(2.0),unknown(0.0)
Pt8Line81_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 81. Are you accompanying another foreign national who requires your protection or guardianship but who is inadmissible after being certified by a medical officer as being helpless from sickness, physical or mental disability, or infancy, as described in I N A. section 2 32(c)? Select Yes.",YesNo,False,1.8,Part 8,8,Line 81,,YesNo,1,medical(1.8),applicant(2.0),unknown(0.0)
Pt8Line82_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 82. Have you EVER assisted in detaining, retaining, or withholding custody of a U.S. citizen child outside the United States from a U.S. citizen who has been granted custody of the child? Select Yes.",YesNo,False,0.0,Part 8,8,Line 82,,YesNo,0,unknown(0.0),applicant(2.0); family(1.8),contact_info(1.6); family_info(1.8)
Pt8Line82_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 82. Have you EVER assisted in detaining, retaining, or withholding custody of a U.S. citizen child outside the United States from a U.S. citizen who has been granted custody of the child? Select No.",YesNo,False,0.0,Part 8,8,Line 82,,YesNo,1,unknown(0.0),applicant(2.0); family(1.8),contact_info(1.6); family_info(1.8)
Pt8Line83_YesNo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 83. Have you EVER voted in violation of any Federal, state, or local constitutional provision, statute, ordinance, or regulation in the United States? Select No.",YesNo,False,1.8,Part 8,8,Line 83,,YesNo,0,criminal(1.8),applicant(2.0),contact_info(1.6)
Pt8Line83_YesNo[1],"Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 83. Have you EVER voted in violation of any Federal, state, or local constitutional provision, statute, ordinance, or regulation in the United States? Select Yes.",YesNo,False,1.8,Part 8,8,Line 83,,YesNo,1,criminal(1.8),applicant(2.0),contact_info(1.6)
Pt8Line84_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 84. Have you EVER renounced U.S. citizenship to avoid being taxed by the United States? Select Yes.,YesNo,False,0.0,Part 8,8,Line 84,,YesNo,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt8Line84_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 84. Have you EVER renounced U.S. citizenship to avoid being taxed by the United States? Select No.,YesNo,False,0.0,Part 8,8,Line 84,,YesNo,1,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt8Line85a_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. Have you EVER. 85. A. Applied for exemption or discharge from training or service in the U.S. armed forces or in the U.S. National Security Training Corps on the ground that you are a foreign national? Select No.,YesNo,False,0.0,Part 8,8,Line 85,a,YesNo,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt8Line85a_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. Have you EVER. 85. A. Applied for exemption or discharge from training or service in the U.S. armed forces or in the U.S. National Security Training Corps on the ground that you are a foreign national? Select Yes.,YesNo,False,0.0,Part 8,8,Line 85,a,YesNo,1,unknown(0.0),applicant(2.0),unknown(0.0)
Pt8Line85b_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. Have you EVER. 85. B. Been relieved or discharged from such training or service on the ground that you are a foreign national? Select No.,YesNo,False,0.0,Part 8,8,Line 85,b,YesNo,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt8Line85b_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. Have you EVER. 85. B. Been relieved or discharged from such training or service on the ground that you are a foreign national? Select Yes.,YesNo,False,0.0,Part 8,8,Line 85,b,YesNo,1,unknown(0.0),applicant(2.0),unknown(0.0)
Pt8Line85c_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. Have you EVER. 85. C. Been convicted of desertion from the U.S. armed forces? Select No.,YesNo,False,0.0,Part 8,8,Line 85,c,YesNo,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt8Line85c_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. Have you EVER. 85. C. Been convicted of desertion from the U.S. armed forces? Select Yes.,YesNo,False,0.0,Part 8,8,Line 85,c,YesNo,1,unknown(0.0),applicant(2.0),unknown(0.0)
Pt8Line86a_YesNo[0],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. Have you EVER. 86. A. Have you EVER left or remained outside the United States to avoid or evade training or service in the U.S. armed forces in time of war or a period declared by the President to be a national emergency? Select No.,YesNo,False,0.0,Part 8,8,Line 86,a,YesNo,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt8Line86a_YesNo[1],Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. Have you EVER. 86. A. Have you EVER left or remained outside the United States to avoid or evade training or service in the U.S. armed forces in time of war or a period declared by the President to be a national emergency? Select Yes.,YesNo,False,0.0,Part 8,8,Line 86,a,YesNo,1,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt8Line86b_Nationality[0],"Part 8. General Eligibility and Inadmissibility Grounds. Miscellaneous Conduct. 86. B. If your answer to Item Number 86. A. is “Yes,” Enter your nationality or immigration status immediately before you left (for example, U.S. citizen or national, lawful permanent resident, nonimmigrant, parolee, present without admission or parole, or any other status)?",Nationality,False,1.8,Part 8,8,Line 86,b,Nationality,0,biographical(1.8); immigration(1.8),applicant(2.0),core_identity(1.8)
Pt8Line8_Group[0],Part 8. General Eligibility and Inadmissibility Grounds. Organization Two. 8. Enter Nature of Group.,Group,False,0.0,Part 8,8,Line 8,,Group,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt8Line8a_CityTown[0],Part 8. General Eligibility and Inadmissibility Grounds. Organization Two. 7. A. Enter City or Town.,CityTown,False,0.0,Part 8,8,Line 8,a,CityTown,0,unknown(0.0),unknown(0.0),contact_info(1.6)
Pt8Line9a_DateFrom[0],"Part 8. General Eligibility and Inadmissibility Grounds. Organization Two. Dates of Membership or Dates of Involvement. 9. A. Enter Date From. Enter as 2 digit month, 2 digit day and 4 digit year.",DateFrom,False,0.0,Part 8,8,Line 9,a,DateFrom,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt8Line9b_DateTo[0],"Part 8. General Eligibility and Inadmissibility Grounds. Organization Two. Dates of Membership or Dates of Involvement. 9. B. Enter Date To. Enter as 2 digit month, 2 digit day and 4 digit year.",DateTo,False,0.0,Part 8,8,Line 9,b,DateTo,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt9Line1_YesNo[0],Part 9. Accommodations for Individuals With Disabilities and/or Impairments. 1. Are you requesting an accommodation because of your disabilities and/or impairments? Select No.,YesNo,False,0.0,Part 9,9,Line 1,,YesNo,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt9Line1_YesNo[1],"Part 9. Accommodations for Individuals With Disabilities and/or Impairments. NOTE: Read the information in the Form I - 4 85 Instructions before completing this part. 1. Are you requesting an accommodation because of your disabilities and/or impairments? Select Yes. If you answered ""Yes"" to Item Number 1., select any applicable box in Item Numbers 2. A. through 2. C. and provide an answer.",YesNo,False,0.0,Part 9,9,Line 1,,YesNo,1,unknown(0.0),applicant(2.0),unknown(0.0)
Pt9Line2a_Accommodation[0],Part 9. Accommodations for Individuals With Disabilities and/or Impairments. 2. A. Enter Language.,Accommodation,False,0.0,Part 9,9,Line 2,a,Accommodation,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt9Line2a_Deaf[0],"Part 9. Accommodations for Individuals With Disabilities and/or Impairments. 2. A. Select I am deaf or hard of hearing and request the following accommodation. (If you are requesting a sign-language interpreter, indicate for which language (for example, American Sign Language).)",Deaf,False,0.0,Part 9,9,Line 2,a,Deaf,0,unknown(0.0),applicant(2.0); preparer(1.5),unknown(0.0)
Pt9Line2b_Accommodation[0],Part 9. Accommodations for Individuals With Disabilities and/or Impairments. 2. B. Enter Accommodation.,Accommodation,False,0.0,Part 9,9,Line 2,b,Accommodation,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt9Line2b_Blind[0],Part 9. Accommodations for Individuals With Disabilities and/or Impairments. 2. B. Select I am blind or have low vision and request the following accommodation.,Blind,False,0.0,Part 9,9,Line 2,b,Blind,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt9Line2c_Accommodation[0],Part 9. Accommodations for Individuals With Disabilities and/or Impairments. 2. C. Describe the nature of your disability and/or impairment and the accommodation you are requesting.,Accommodation,False,0.0,Part 9,9,Line 2,c,Accommodation,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt9Line2c_Other[0],Part 9. Accommodations for Individuals With Disabilities and/or Impairments. 2. C. Select I have another type of disability and/or impairment. (Describe the nature of your disability and/or impairment and the accommodation you are requesting.),Other,False,0.0,Part 9,9,Line 2,c,Other,0,unknown(0.0),applicant(2.0),unknown(0.0)
TextField1[0],TextField1,TextField1,False,0.0,,,,,TextField1,0,unknown(0.0),unknown(0.0),unknown(0.0)
USCISOnlineAcctNumber[0],"To be completed by an attorney or accredited representative, if any. Enter Attorney or Accredited Representative U S C I S Online Account Number, if any.",USCISOnlineAcctNumber,False,2.0,,,,,USCISOnlineAcctNumber,0,office(2.0),preparer(1.5),unknown(0.0)
VolagNumber[0],"To be completed by an attorney or accredited representative, if any. Enter Volag Number, if any.",VolagNumber,False,2.0,,,,,VolagNumber,0,office(2.0),preparer(1.5),unknown(0.0)
P10_Remarks[0],"Part 10. Vaccination Record. Enter Remarks. If needed, provide any comments, such as the reason for contraindication.",P10_Remarks,False,0.0,Part 10,10,,,P10_Remarks,0,unknown(0.0),unknown(0.0),unknown(0.0)
P10_Results[0],Part 10. Vaccination Record. Results. Select Applicant completed vaccination requirements or may be eligible for blanket waivers as indicated above.,P10_Results,False,0.0,Part 10,10,,,P10_Results,0,unknown(0.0),applicant(2.0),unknown(0.0)
P10_Results[1],Part 10. Vaccination Record. Results. Select Applicant does not meet immunization requirements.,P10_Results,False,0.0,Part 10,10,,,P10_Results,1,unknown(0.0),applicant(2.0),unknown(0.0)
P10_Results[2],Part 10. Vaccination Record. Results. Select Applicant will request an individual waiver based on religious or moral convictions.,P10_Results,False,1.8,Part 10,10,,,P10_Results,2,criminal(1.8),applicant(2.0),unknown(0.0)
P10_TDVaccineCheckBox[0],Part 10. Vaccination Record. Vaccine History Transferred From A Written Record. Vaccine. Specify Vaccine. Select Tetanus Diptheria (T d).,P10_TDVaccineCheckBox,False,0.0,Part 10,10,,,P10_TDVaccineCheckBox,0,unknown(0.0),unknown(0.0),unknown(0.0)
P10_USCIS_Remarks[0],"Part 10. Vaccination Record. FOR U S C I S USE ONLY. Enter Remarks, if any.",P10_USCIS_Remarks,False,0.0,Part 10,10,,,P10_USCIS_Remarks,0,unknown(0.0),unknown(0.0),unknown(0.0)
P10_VaccineCheckBox[0],Part 10. Vaccination Record. Vaccine History Transferred From A Written Record. Vaccine. Specify Vaccine. Select Diptheria Tetanus (D T).,P10_VaccineCheckBox,False,0.0,Part 10,10,,,P10_VaccineCheckBox,0,unknown(0.0),unknown(0.0),unknown(0.0)
P10_VaccineCheckBox[1],"Part 10. Vaccination Record. Vaccine History Transferred From A Written Record. Vaccine. Specify Vaccine. Select Diptheria, Tetanus, and Pertussis (D T P).",P10_VaccineCheckBox,False,0.0,Part 10,10,,,P10_VaccineCheckBox,1,unknown(0.0),unknown(0.0),unknown(0.0)
P10_VaccineCheckBox[2],"Part 10. Vaccination Record. Vaccine History Transferred From A Written Record. Vaccine. Specify Vaccine. Select Diptheria, Tetanus, and acelluar Pertussis (D T. A. P).",P10_VaccineCheckBox,False,0.0,Part 10,10,,,P10_VaccineCheckBox,2,unknown(0.0),unknown(0.0),unknown(0.0)
P1Line2_CityOrTown[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Enter City or Town.",CityOrTown,False,1.8,Part 1,1,Line 2,,CityOrTown,0,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
P1Line2_Country[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Enter Country.",Country,False,1.8,Part 1,1,Line 2,,Country,0,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
P1Line2_PostalCode[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Enter Postal Code.",PostalCode,False,1.8,Part 1,1,Line 2,,PostalCode,0,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
P1Line2_Province[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Enter Province.",Province,False,1.8,Part 1,1,Line 2,,Province,0,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
P1Line2_State[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Select State from List of States.",State,False,1.8,Part 1,1,Line 2,,State,0,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
P1Line2_ZipCode[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Enter ZIP Code.",ZipCode,False,1.8,Part 1,1,Line 2,,ZipCode,0,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
P9_TDVaccineCheckBox[0],"Part 10. Vaccination Record. Vaccine History Transferred From A Written Record. Vaccine. Specify Vaccine. Select Tetanus, Diptheria, and Pertussis (T D A. P).",P9_TDVaccineCheckBox,False,0.0,Part 9,9,,,P9_TDVaccineCheckBox,0,unknown(0.0),unknown(0.0),unknown(0.0)
PDF417BarCode2[0],PDF417BarCode2,BarCode,False,2.0,BarCode 2,2,,,BarCode,0,office(2.0),unknown(0.0),unknown(0.0)
Pt10Line10_ContraCheckBox10[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Ten. Rotavirus. Select Contraindication.,ContraCheckBox10,False,1.8,Part 10,10,Line 10,,ContraCheckBox10,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line10_DateGiven_1[0],"Part 10. Vaccination Record. Vaccine Given. Line Ten. Rotavirus. Enter Date Given by Civil Surgeon. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateGiven_1,False,0.0,Part 10,10,Line 10,,DateGiven_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line10_InsufficientCheckBox10[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Ten. Rotavirus. Select Insufficient Time Interval.,InsufficientCheckBox10,False,1.8,Part 10,10,Line 10,,InsufficientCheckBox10,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line10_InsufficientCheckBox9[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Nine. Influenza. Select Insufficient Time Interval.,InsufficientCheckBox9,False,1.8,Part 10,10,Line 10,,InsufficientCheckBox9,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line10_NotAge10[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Ten. Rotavirus. Select Not Age Appropriate.,NotAge10,False,1.8,Part 10,10,Line 10,,NotAge10,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line10a_DateReceived_1[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Ten. Rotavirus. Enter the first Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_1,False,0.0,Part 10,10,Line 10,a,DateReceived_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line10b_DateReceived_2[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Ten. Rotavirus. Enter the second Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_2,False,0.0,Part 10,10,Line 10,b,DateReceived_2,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line10c_DateReceived_3[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Ten. Rotavirus. Enter the third Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_3,False,0.0,Part 10,10,Line 10,c,DateReceived_3,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line10d_DateReceived_4[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Ten. Rotavirus. Enter the fourth Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_4,False,0.0,Part 10,10,Line 10,d,DateReceived_4,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line11_ContraCheckBox11[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Eleven. Hepatitis A. Select Contraindication.,ContraCheckBox11,False,1.8,Part 10,10,Line 11,,ContraCheckBox11,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line11_DateGiven_1[0],"Part 10. Vaccination Record. Vaccine Given. Line Eleven. Hepatitis A. Enter Date Given by Civil Surgeon. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateGiven_1,False,0.0,Part 10,10,Line 11,,DateGiven_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line11_InsufficientCheckBox11[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Eleven. Hepatitis A. Select Insufficient Time Interval.,InsufficientCheckBox11,False,1.8,Part 10,10,Line 11,,InsufficientCheckBox11,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line11_NotAge11[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Eleven. Hepatitis A. Select Not Age Appropriate.,NotAge11,False,1.8,Part 10,10,Line 11,,NotAge11,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line11a_DateReceived_1[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Eleven. Hepatitis A. Enter the first Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_1,False,0.0,Part 10,10,Line 11,a,DateReceived_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line11b_DateReceived_2[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Eleven. Hepatitis A. Enter the second Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_2,False,0.0,Part 10,10,Line 11,b,DateReceived_2,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line11c_DateReceived_3[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Eleven. Hepatitis A. Enter the third Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_3,False,0.0,Part 10,10,Line 11,c,DateReceived_3,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line11d_DateReceived_4[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Eleven. Hepatitis A. Enter the fourth Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_4,False,0.0,Part 10,10,Line 11,d,DateReceived_4,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line12_ContraCheckBox12[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Twelve. Meningococcal. Select Contraindication.,ContraCheckBox12,False,1.8,Part 10,10,Line 12,,ContraCheckBox12,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line12_DateGiven_1[0],"Part 10. Vaccination Record. Vaccine Given. Line Twelve. Meningococcal. Enter Date Given by Civil Surgeon. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateGiven_1,False,0.0,Part 10,10,Line 12,,DateGiven_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line12_InsufficientCheckBox12[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Twelve. Meningococcal. Select Insufficient Time Interval.,InsufficientCheckBox12,False,1.8,Part 10,10,Line 12,,InsufficientCheckBox12,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line12_NotAge12[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Twelve. Meningococcal. Select Not Age Appropriate.,NotAge12,False,1.8,Part 10,10,Line 12,,NotAge12,0,medical(1.8),unknown(0.0),unknown(0.0)
